324095,323295,323154,304535,326934,307397,319053,303727,319699,304352,328419,328724,318824,329789,313700,309617,301838,306928,330928,325019,325894,308585,321984,316505,309211,327031,320754,329078,324038,308668,304410,330381,305060,310029,309823,318444,322990,313064,328690,314104,307843,323550,322255,377887,316661,300665,325928,301440,301812,321471,331330,307793,302307,315689,321778,304428,300616,322610,328815,321448,322115,304071,323204,313833,304741,301937,327551,330480,314534,302992,327809,332783,312504,319236,324020,328401,319947,329813,309427,302380,323055,300269,317230,327171,312918,323253,316265,312900,308924,323766,325142,325969,323428,310268,319889,309906,314161,319772,331272,321430,313239,311951,321646,302240,301846,300996,312736,319764,305292,334052,311639,323709,330456,323097,330738,308783,313569,318345,328773,329037,304675,326595,312611,327536,375113,330811,325134,329649,302901,317446,303909,315960,324327,328211,317396,313643,319202,309021,326975,314641,311548,327619,323675,311944,307124,331082,318873,313668,307082,379313,313460,326843,310862,331116,327411,304733,315671,322578,323121,376715,376608,313544,327114,302588,319921,304923,327239,328260,315168,331058,325274,304170,323774,309054,323618,305268,325738,312165,329995,332569,323410,376517,317461,331439,328443,307520,300822,315390,318485,320747,303917,312660,330027,328021,311266,329573,301309,330852,330910,300236,375923,311381,303263,314021,311845,313817,304956,329268,322925,309872,321752,315580,309625,312447,300111,309609,300400,308247,329144,318584,310672,328435,300970,301572,330274,307157,374314,321950,376657,330829,328666,376954,314054,324434,303503,321836,321554,328104,330803,322396,326868,301127,304691,374967,374074,309005,307298,304063,331223,304600,329169,310995,309419,301648,310607,325167,309948,305102,346056,322156,307769,316612,331124,327437,319830,319962,315853,329847,331397,303016,328864,330001,327163,309641,314294,323832,303982,374678,322313,306613,321992,333088,300780,331298,310532,316356,317594,322479,328302,307355,303248,338616,300384,317487,300137,305540,305706,305714,305813,305821,305854,305862,305896,305920,305946,305953,306001,306092,306183,306266,306274,306399,306415,306456,306522,313304,313338,313387,345181,306043,305524,305755,305904,305938,305987,305995,306167,306209,305672,306084,316026,316000,316083,316091,316174,319418,319426,319434,319541,319442,326082,326108,326132,326140,326074,326181,326199,326223,326231,326264,326249,326280,326298,326306,326355,326371,326389,326413,326439,326447,326462,335067,335091,326504,335018,335026,335208,335141,335174,335182,335117,335109,335216,335299,335315,335323,335331,335349,335497,335372,335414,335422,335430,335448,335455,335471,335521,335539,335547,335554,335562,335570,335588,335620,335638,335646,335653,335661,335679,335695,335778,335810,335844,335851,335869,335596,335612,335604,335877,335885,335893,335927,335729,335737,335828,335836,335901,335943,335968,335976,335984,335992,336008,345017,345025,345041,345058,345066,345108,345116,345124,345132,345215,345173,345140,345157,345165,345199,345207,345249,345256,345264,345272,345298,345314,345348,345405,345397,345223,345322,345330,345280,345363,345371,345389,345421,345520,345538,345546,345512,345496,345504,345553,345561,345579,345587,345595,345413,345439,345447,345454,345462,345470,345488,345603,345660,345355,345629,345710,345744,345736,345694,345728,345645,345652,345678,345686
0.05,0.088,0.151,0.121,0.138,0.09,0.165,0.088,0.057,0.042,0.019,0.03,0.062,0.067,0.344,0.118,0.074,0.108,0.024,0.069,0.063,0.087,0.063,0.103,0.105,0.056,0.089,0.079,0.06,0.121,0.145,0.045,0.039,0.056,0.062,0.075,0.209,0.174,0.131,0.107,0.067,0.141,0.076,0.079,0.068,0.214,0.073,0.221,0.076,0.018,0.13,0.082,0.093,0.096,0.057,0.069,0.031,0.106,0.197,0.066,0.045,0.071,0.052,0.323,0.114,0.686,0.02,0.036,0.112,0.101,0.066,0.037,0.122,0.151,0.02,0.041,0.077,0.105,0.151,0.173,0.102,0.063,0.151,0.039,0.062,0.09,0.054,0.161,0.138,0.067,0.138,0.057,0.135,0.026,0.037,0.117,0.056,0.157,0.15,0.038,0.11,0.092,0.035,0.118,0.036,0.063,0.077,0.059,0.121,0.028,0.129,0.034,0.045,0.032,0.031,0.108,0.038,0.046,0.058,0.106,0.225,0.036,0.11,0.05,0.038,0.018,0.045,0.029,0.154,0.047,0.105,0.149,0.049,0.014,0.11,0.52,0.123,0.121,0.607,0.118,0.131,0.235,0.032,0.128,0.081,0.325,0.111,0.673,0.119,0.205,0.127,0.215,0.072,0.279,0.043,0.168,0.263,0.031,0.2,0.099,0.121,0.453,0.043,0.087,0.06,0.539,0.094,0.04,0.155,0.381,0.019,0.048,0.051,0.063,0.024,0.073,0.255,0.088,0.023,0.313,0.038,0.016,0.052,0.06,0.055,0.053,0.039,0.028,0.107,0.096,0.188,0.058,0.028,0.065,0.082,0.116,0.191,0.03,0.032,0.085,0.074,0.224,0.062,0.043,0.235,0.119,0.187,0.11,0.049,0.058,0.066,0.153,0.121,0.063,0.126,0.086,0.383,0.15,0.037,0.021,0.15,0.048,0.112,0.026,0.028,0.034,0.133,0.065,0.053,0.013,0.108,0.047,0.039,0.388,0.297,0.05,0.048,0.075,0.031,0.121,0.119,0.068,0.212,0.049,0.023,0.091,0.116,0.142,0.086,0.195,0.17,0.094,0.12,0.096,0.078,0.089,0.051,0.124,0.021,0.033,0.051,0.112,0.365,0.08,0.05,0.109,0.228,0.095,0.02,0.265,0.103,0.017,0.026,0.099,0.096,0.073,0.098,0.177,0.131,0.038,0.052,0.099,0.072,0.262,0.137,0.033,0.272,0.046,0.075,0.181,0.197,0.075,0.02,0.058,0.109,0.45,0.593,0.273,0.206,0.138,0.29,0.13,0.169,0.22,0.15,0.275,0.227,0.358,0.291,0.265,0.232,0.32,0.12,0.176,0.166,0.123,0.171,0.099,0.27,0.319,0.261,0.41,0.068,0.118,0.19,0.118,0.329,0.279,0.342,0.255,0.293,0.726,0.174,0.163,0.334,0.055,0.236,0.08,0.117,0.069,0.149,0.089,0.28,0.544,0.114,0.061,0.036,0.082,0.243,0.024,0.066,0.086,0.111,0.15,0.14,0.154,0.198,0.117,0.098,0.089,0.187,0.12,0.281,0.043,0.022,0.022,0.063,0.289,0.151,0.203,0.118,0.103,0.025,0.107,0.167,0.091,0.352,0.169,0.045,0.102,0.061,0.285,0.202,0.115,0.1,0.158,0.121,0.203,0.102,0.094,0.105,0.233,0.134,0.099,0.465,0.232,0.126,0.202,0.075,0.211,0.19,0.225,0.042,0.118,0.036,0.089,0.218,0.017,0.543,0.139,0.129,0.193,0.026,0.094,0.052,0.057,0.103,0.089,0.041,0.091,0.196,0.034,0.225,0.08,0.059,0.184,0.099,0.095,0.163,0.079,0.192,0.081,0.396,0.108,0.21,0.287,0.143,0.266,0.22,0.352,0.078,0.189,0.044,0.64,0.215,0.263,0.209,0.145,0.091,0.327,0.485,0.143,0.1,0.155,0.142,0.064,0.118,0.024,0.108,0.282,0.021,0.066,0.082,0.244,0.204,0.105,0.113,0.105,0.163,0.159,0.067,0.169,0.188,0.105,0.522,0.041,0.261,0.138,7.723,7.873,7.844,15.488,15.59,15.467,15.463,15.532,15.566
